"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	22
	"Dauphin County, PA"	"42043"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	10
	"Delaware County, PA"	"42045"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	86
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	15
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	315
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	82
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	290
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	111
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	203
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	109
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	99
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	68
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	25
	"Delaware County, PA"	"42045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	12
	"Delaware County, PA"	"42045"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	21
	"Delaware County, PA"	"42045"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	15
	"Delaware County, PA"	"42045"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	20
	"Delaware County, PA"	"42045"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	10
	"Erie County, PA"	"42049"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	26
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	74
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	39
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	52
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	30
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	24
	"Erie County, PA"	"42049"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	22
	"Fayette County, PA"	"42051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	10
	"Fayette County, PA"	"42051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	15
	"Fayette County, PA"	"42051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	10
	"Franklin County, PA"	"42055"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Franklin County, PA"	"42055"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	11
	"Lackawanna County, PA"	"42069"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	14
	"Lackawanna County, PA"	"42069"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	21
	"Lackawanna County, PA"	"42069"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	15
	"Lackawanna County, PA"	"42069"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	11
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	12
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	31
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	21
	"Lancaster County, PA"	"42071"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	10
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	20
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	36
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	52
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	25
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	38
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	15
	"Lancaster County, PA"	"42071"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	12
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	22
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	55
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	36
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	10
	"Lehigh County, PA"	"42077"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	12
	"Lehigh County, PA"	"42077"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Lehigh County, PA"	"42077"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	12
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	56
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	17
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	59
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	19
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	39
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	15
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	16
	"Lehigh County, PA"	"42077"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	11
	"Luzerne County, PA"	"42079"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Luzerne County, PA"	"42079"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	10
	"Luzerne County, PA"	"42079"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	15
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	13
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	42
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	11
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	29
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	17
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	24
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	13
	"Luzerne County, PA"	"42079"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	10
	"Lycoming County, PA"	"42081"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Lycoming County, PA"	"42081"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	12
	"Mercer County, PA"	"42085"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Mercer County, PA"	"42085"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	16
	"Mercer County, PA"	"42085"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	11
	"Mercer County, PA"	"42085"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	11
	"Monroe County, PA"	"42089"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Monroe County, PA"	"42089"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	13
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	12
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	35
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	21
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	13
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	21
	"Monroe County, PA"	"42089"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	13
	"Montgomery County, PA"	"42091"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	11
	"Montgomery County, PA"	"42091"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	10
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	43
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	110
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	36
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	126
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	62
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	120
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	52
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	63
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	40
	"Montgomery County, PA"	"42091"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	13
	"Northampton County, PA"	"42095"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	13
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	22
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	10
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	26
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	11
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	18
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	13
	"Northampton County, PA"	"42095"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	10
	"Philadelphia County, PA"	"42101"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Philadelphia County, PA"	"42101"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	16
	"Philadelphia County, PA"	"42101"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	11
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	77
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	16
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	158
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	45
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	132
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	40
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	65
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	25
	"Philadelphia County, PA"	"42101"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	16
	"Philadelphia County, PA"	"42101"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Philadelphia County, PA"	"42101"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	17
	"Philadelphia County, PA"	"42101"	"Central or South American"	"4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	11
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	13
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	40
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	11
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	42
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	15
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	29
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	19
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	10
	"Philadelphia County, PA"	"42101"	"Other and Unknown Hispanic"	"5"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	11
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	609
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	90
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	1757
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	474
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	1612
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	625
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	972
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	458
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	411
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	262
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	88
	"Philadelphia County, PA"	"42101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	60
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	22
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	42
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	16
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	55
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	13
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	26
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	14
	"Philadelphia County, PA"	"42101"	"Origin unknown or not stated"	"9"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	21
	"Washington County, PA"	"42125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	19
	"Washington County, PA"	"42125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	10
	"Washington County, PA"	"42125"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	13
	"Westmoreland County, PA"	"42129"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	11
	"Westmoreland County, PA"	"42129"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	27
